# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Aug  7 13:50:02 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (default_flag = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and disc_facility like '%TESS%',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_orbsmaxstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_radestr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_massestr not null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN default_flag:   Default Parameter Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN disc_facility:  Discovery Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_refname:     Planetary Parameter Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth Mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ttv_flag:       Data show Transit Timing Variations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_disterr1:    Distance [pc] Upper Unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_disterr2:    Distance [pc] Lower Unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,default_flag,disc_facility,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
TOI-181 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..527M/abstract target=ref>Mistry et al. 2023</a>,4.532,0.000002,-0.000002,0,0.0539,0.0043,-0.0036,0,6.956,0.087,-0.101,0,46.1687,2.71,-7.83,0,0.1543,0.06,-0.03,0,0,0.74,0.02,-0.02,0,0.82,0.04,-0.04,0,96.2338,0.5781,-0.5714
TOI-1811 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.7130765,0.0000017,-0.0000017,0,0.04389,0.00058,-0.00055,0,11.142,0.28,-0.258,0,308.92921,24.15496,-24.79062,0,0.052,0.062,-0.037,0,0,0.77,0.02,-0.02,0,0.82,0.03,-0.03,0,128.23,0.711,-0.704
TOI-1820 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,4.860674,0.000005,-0.000005,0,0.061,0.003,-0.003,0,12.778,0.224,-0.224,0,731.00534,63.56568,-63.56568,0,0.043,0.008,-0.008,0,0,1.51,0.06,-0.06,0,1.04,0.13,-0.13,0,248.504,3.648,-3.546
TOI-1842 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=WITTENMYER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...82W/abstract target=ref>Wittenmyer et al. 2022</a>,9.5739,0.0002,-0.0001,0,0.1001,0.0007,-0.0007,0,11.657,0.673,-0.56,0,68.01528,12.71314,-12.07748,0,,,,,0,2.02,0.05,-0.05,0,1.46,0.03,-0.03,0,223.465,2.26,-2.216
TOI-1899 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CA_NTILDE_AS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..147C/abstract target=ref>Ca&ntilde;as et al. 2020</a>,29.02,0.36,-0.23,0,0.1587,0.0067,-0.0075,0,12.89,0.448,-0.56,0,209.7678,22.2481,-22.2481,0,0.118,0.073,-0.077,0,0,0.61,0.02,-0.02,0,0.63,0.03,-0.03,0,128.438,0.25,-0.25
TOI-1937 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.94667944,0.00000047,-0.00000047,0,0.01932,0.00035,-0.00039,0,13.978,0.661,-0.695,0,638.8351,54.03083,-50.85255,0,0,,,0,0,1.08,0.03,-0.02,0,1.07,0.06,-0.06,0,415.135,2.929,-2.889
TOI-2000 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,3.09833,0.000021,-0.000019,0,0.04271,0.00076,-0.00067,0,2.7,0.15,-0.15,0,11,2.4,-2.4,0,0,,,0,0,1.13,0.04,-0.04,0,1.08,0.06,-0.05,0,175.713,0.76,-0.754
TOI-2000 c,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SHA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1632S/abstract target=ref>Sha et al. 2023</a>,9.127055,0.0000073,-0.0000072,0,0.0878,0.0016,-0.0014,0,8.14,0.31,-0.3,0,81.7,4.7,-4.6,0,0.063,0.023,-0.022,0,0,1.13,0.04,-0.04,0,1.08,0.06,-0.05,0,175.713,0.76,-0.754
TOI-201 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=HOBSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..235H/abstract target=ref>Hobson et al. 2021</a>,52.97818,0.00004,-0.00004,0,0.3,0.02,-0.03,0,11.299,0.135,-0.168,0,133.4886,15.8915,-9.5349,0,0.28,0.06,-0.09,0,0,1.32,0.01,-0.01,0,1.32,0.03,-0.03,0,113.825,0.347,-0.345
TOI-2025 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,8.8720982,0.0000077,-0.0000077,0,0.0892,0.0018,-0.0023,0,11.893,0.37,-0.347,0,1144.18227,104.88337,-104.88337,0,0.394,0.035,-0.038,0,0,1.46,0.04,-0.04,0,1.2,0.07,-0.09,0,335.985,2.434,-2.4
TOI-2109 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=WONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..256W/abstract target=ref>Wong et al. 2021</a>,0.67247414,0.00000003,-0.00000028,0,0.01791,0.00065,-0.00065,0,15.098,0.527,-0.527,0,1595.4986,238.37131,-238.37131,0,,,,,0,1.7,0.06,-0.06,0,1.45,0.07,-0.07,0,262.041,2.753,-2.698
TOI-2136 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.1417G/abstract target=ref>Gan et al. 2022</a>,7.851928,0.000018,-0.000016,0,0.057,0.006,-0.006,0,2.19,0.17,-0.17,0,6.37,2.45,-2.29,0,0,,,0,0,0.34,0.02,-0.02,0,0.34,0.02,-0.02,0,33.3631,0.06425,-0.06425
TOI-2145 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,10.26075,0.00083,-0.00082,0,0.1108,0.0012,-0.0016,0,11.982,0.325,-0.314,0,1671.77742,120.77479,-117.59651,0,0.208,0.034,-0.047,0,0,2.75,0.07,-0.06,0,1.72,0.06,-0.07,0,224.731,1.102,-1.092
TOI-2152 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.3773512,0.000006,-0.0000061,0,0.05064,0.00093,-0.0011,0,14.359,0.56,-0.516,0,899.45439,120.77479,-117.59651,0,0.057,0.068,-0.04,0,0,1.61,0.06,-0.05,0,1.52,0.09,-0.1,0,303.006,3.11,-3.049
TOI-2154 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.8240801,0.0000025,-0.0000025,0,0.0513,0.0011,-0.0013,0,16.287,0.594,-0.538,0,292.40213,60.3874,-57.20911,0,0.117,0.1,-0.079,0,0,1.4,0.05,-0.04,0,1.23,0.08,-0.09,0,296.46,2.174,-2.143
TOI-2158 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,8.60077,0.00003,-0.00003,0,0.075,0.004,-0.004,0,10.761,0.135,-0.135,0,260.61929,25.42627,-25.42627,0,0.07,,,1,0,1.41,0.03,-0.03,0,1.12,0.12,-0.12,0,198.473,1.403,-1.383
TOI-2180 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,260.79,0.59,-0.58,0,0.828,0.012,-0.012,0,11.321,0.247,-0.213,0,875.61726,27.65107,-25.7441,0,0.3683,0.0073,-0.0073,0,0,1.64,0.03,-0.03,0,1.11,0.05,-0.05,0,116.685,0.267,-0.266
TOI-2193 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.1225735,0.0000016,-0.0000016,0,0.03319,0.00052,-0.00051,0,19.84,,,0,298.7587,57.20911,-57.20911,0,0,,,0,0,1.25,0.03,-0.03,0,1.08,0.05,-0.05,0,337.064,2.385,-2.351
TOI-2196 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,1.1947268,0.0000079,-0.0000093,0,0.02234,0.0006,-0.0006,0,3.51,0.15,-0.15,0,26,1.3,-1.3,0,0,,,0,0,1.04,0.02,-0.02,0,1.03,0.04,-0.04,0,259.947,2.036,-2.005
TOI-220 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>,10.695264,0.000086,-0.000086,0,0.08911,0.001,-0.001,0,3.03,0.15,-0.15,0,13.8,1,-1,0,0.032,0.038,-0.023,0,0,0.86,0.03,-0.03,0,0.82,0.03,-0.03,0,90.7402,0.1715,-0.1709
TOI-2202 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..283T/abstract target=ref>Trifonov et al. 2021</a>,11.9101,0.0022,-0.0036,0,0.09564,0.00156,-0.00161,0,11.321,5.851,-0.897,0,310.83618,20.02319,-18.68831,0,0.042,0.0255,-0.0075,0,1,0.79,0.01,-0.01,0,0.82,0.03,-0.02,0,235.933,1.051,-1.041
TOI-2207 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,8.001968,0.000024,-0.000025,0,0.0854,0.0015,-0.0016,0,11.153,0.314,-0.303,0,203.41018,31.78284,-38.13941,0,0.174,0.048,-0.052,0,0,1.56,0.04,-0.04,0,1.3,0.07,-0.07,0,373.345,6.487,-6.273
TOI-2236 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.5315902,0.0000026,-0.0000026,0,0.05009,0.0008,-0.00082,0,14.37,0.359,-0.347,0,502.16888,127.13136,-123.95308,0,0,0.048,-0.052,0,0,1.57,0.03,-0.03,0,1.34,0.07,-0.07,0,355.59,2.461,-2.427
TOI-2285 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,27.26955,0.00013,-0.0001,0,0.1363,0.001,-0.001,0,1.74,0.08,-0.08,0,19.5,,,1,0.3,0.1,-0.09,0,0,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0,42.409,0.047,-0.047
TOI-2338 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,22.65398,0.00002,-0.00002,0,0.158,0.003,-0.003,0,11.209,0.224,-0.224,0,1900.61387,66.74397,-63.56568,0,0.676,0.002,-0.002,0,0,1.05,0.01,-0.01,0,0.99,0.03,-0.02,0,313.996,1.98,-1.956
TOI-2364 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.0197517,0.0000043,-0.0000043,0,0.04871,0.00069,-0.00079,0,8.608,0.258,-0.202,0,71.51139,13.66662,-15.57359,0,0,,,0,0,0.89,0.02,-0.02,0,0.95,0.04,-0.05,0,219.614,1.715,-1.689
TOI-2421 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,4.3474032,0.0000079,-0.0000078,0,0.0543,0.0021,-0.001,0,10.368,0.392,-0.381,0,105.83686,25.10844,-25.10844,0,0,0.048,-0.052,0,0,1.75,0.05,-0.05,0,1.13,0.13,-0.06,0,327.927,3.248,-3.185
TOI-244 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230504922C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2023</a>,7.397225,0.000026,-0.000023,0,0.0559,0.0013,-0.0013,0,1.52,0.12,-0.12,0,2.68,0.3,-0.3,0,,,,,0,0.43,0.03,-0.03,0,0.43,0.03,-0.03,0,22.0337,0.0334,-0.0333
TOI-2497 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,10.655669,0.000038,-0.000038,0,0.1166,0.0018,-0.0018,0,11.142,0.616,-0.549,0,1531.93292,130.30965,-130.30965,0,0.195,0.043,-0.04,0,0,2.36,0.12,-0.11,0,1.86,0.09,-0.08,0,285.289,3.564,-3.479
TOI-2498 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=FRAME_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1428F/abstract target=ref>Frame et al. 2023</a>,3.738252,0.000004,-0.000004,0,0.0491,0.003,-0.003,0,6.06,0.29,-0.27,0,34.62,4.1,-4.09,0,0.089,0.075,-0.075,0,0,1.26,0.04,-0.04,0,1.12,0.02,-0.02,0,275.265,4.204,-4.082
TOI-251 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=ZHOU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....2Z/abstract target=ref>Zhou et al. 2021</a>,4.93777,0.000028,-0.000029,0,0.05741,0.00023,-0.00017,0,2.74,0.18,-0.18,0,317.83,,,1,0,,,0,0,0.88,0.04,-0.05,0,1.04,0.01,-0.01,0,99.523,0.4374,-0.4336
TOI-2525 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,23.2856,0.0017,-0.0017,0,0.1511,0.002,-0.002,0,8.676,0.112,-0.112,0,26.69759,1.58914,-1.58914,0,0.17,0.011,-0.01,0,1,0.79,0.03,-0.03,0,0.85,0.04,-0.04,0,395.398,2.253,-2.229
TOI-2525 c,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=TRIFONOV_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230205694T/abstract target=ref>Trifonov et al. 2023</a>,49.2519,0.0004,-0.0004,0,0.249,0.004,-0.004,0,10.133,0.112,-0.112,0,208.81326,9.85268,-10.17051,0,0.157,0.008,-0.007,0,1,0.79,0.03,-0.03,0,0.85,0.04,-0.04,0,395.398,2.253,-2.229
TOI-2567 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,5.983944,0.000013,-0.000013,0,0.0672,0.0024,-0.0012,0,10.929,0.347,-0.325,0,63.88351,10.80617,-9.85268,0,0,0.048,-0.052,0,0,1.69,0.04,-0.04,0,1.13,0.13,-0.06,0,504.775,5.219,-5.115
TOI-257 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3704A/abstract target=ref>Addison et al. 2021</a>,18.38818,0.00085,-0.00084,0,0.1528,0.0016,-0.0017,0,7.163,0.146,-0.146,0,43.86032,7.31005,-7.31005,0,0,,,0,0,1.87,0.03,-0.03,0,1.41,0.04,-0.05,0,76.9028,0.1953,-0.1943
TOI-2570 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.9887615,0.0000022,-0.0000022,0,0.04145,0.00081,-0.00086,0,13.641,0.392,-0.381,0,260.61929,20.02319,-20.65885,0,0,0.048,-0.052,0,0,1.09,0.03,-0.03,0,1.06,0.06,-0.07,0,361.857,6.349,-6.138
TOI-2583 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.5207265,0.0000049,-0.0000049,0,0.0571,0.001,-0.0013,0,14.46,0.448,-0.37,0,79.4571,18.43405,-17.79839,0,0,,,0,0,1.48,0.04,-0.03,0,1.22,0.06,-0.08,0,566.189,6.47,-6.328
TOI-2587 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,5.45664,0.000011,-0.000011,0,0.0635,0.0025,-0.0013,0,12.072,0.471,-0.448,0,69.28659,17.16273,-14.62011,0,0,,,0,0,1.73,0.05,-0.05,0,1.15,0.14,-0.07,0,373.675,5.953,-5.772
TOI-2589 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,61.6277,0.0002,-0.0002,0,0.3,0.006,-0.005,0,12.106,0.336,-0.336,0,1112.39942,31.78284,-31.78284,0,0.522,0.006,-0.006,0,0,1.07,0.01,-0.01,0,0.93,0.03,-0.02,0,200.273,0.832,-0.826
TOI-2641 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,4.880974,0.000023,-0.000037,0,0.0607,0.0042,-0.0043,0,18.103,5.179,-7.174,0,122.68177,6.99222,-11.44182,0,0.18,,,1,0,1.34,0.06,-0.06,0,1.16,0.07,-0.07,0,344.045,3.342,-3.279
TOI-269 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,3.6977104,0.0000037,-0.0000037,0,0.0345,0.0015,-0.0015,0,2.77,0.12,-0.12,0,8.8,1.4,-1.4,0,0.425,0.082,-0.086,0,0,0.4,0.01,-0.01,0,0.39,0.01,-0.01,0,57.0225,0.0757,-0.0756
TOI-270 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,3.3601538,0.0000048,-0.0000048,0,0.03197,0.00022,-0.00022,0,1.206,0.039,-0.039,0,1.58,0.26,-0.26,0,0.034,0.025,-0.025,0,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,22.4793,0.01355,-0.01355
TOI-270 c,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,5.6605731,0.0000031,-0.0000031,0,0.04526,0.00031,-0.00031,0,2.355,0.064,-0.064,0,6.15,0.37,-0.37,0,0.027,0.021,-0.021,0,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,22.4793,0.01355,-0.01355
TOI-270 d,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,11.379573,0.000013,-0.000013,0,0.0721,0.0005,-0.0005,0,2.133,0.058,-0.058,0,4.78,0.43,-0.43,0,0.032,0.023,-0.023,0,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,22.4793,0.01355,-0.01355
TOI-2796 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.8084983,0.0000057,-0.0000056,0,0.0569,0.001,-0.0011,0,17.262,,,-1,139.8445,31.78284,-34.96112,0,0,,,0,0,1.07,0.02,-0.02,0,1.06,0.06,-0.06,0,350.343,6.018,-5.821
